"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SP.POP.4044.FE.5Y","Population ages 40-44, female (% of female population)","Female population between the ages 40 to 44 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects.",
