"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SP.POP.1014.FE.5Y","Population ages 10-14, female (% of female population)","Female population between the ages 10 to 14 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects.",
