"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","0.81418491043966","0.842418235877106","0.872295882763433","0.906292158151441","0.94871442320913","1.00116175767102","1.03901395538352","1.08354430379747","1.13426625054532","1.19698586289677","1.25902856006892","1.34201697256759","1.42302294461308","1.51529868868383","1.62567602369302","1.75613201489662","1.79679213140047","1.85227016037949","1.91353420036973","1.98380435136102","2.07102512497565","2.15822703259889","2.23493880146241","2.28084466445266","2.30898144125132","2.32183765711101","2.31469927626653","2.30886172166973","2.31832797427653","2.32303026392205","2.31480011431112","2.17776962133725","2.05886617369871","1.96843944523315","1.90780653810457","1.89152009433035","1.83924349881797","1.80675929747329","1.81862865568936","1.87535435474726","1.96941661881367","2.07879956061265","2.19973336565265","2.32911292549205","2.45765333745843","2.57940290540283","2.7186448368435","2.85391353489686","2.9845406443595","3.09357936358501","3.18609022556391","3.20194738320382","3.20274095039476","3.21291826202763","3.26356603392198","3.36670198385152","3.49327517266449","3.65606570425848",
"Afghanistan","AFG","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","0.797219038662651","0.796363139788998","0.794441228073272","0.79199587321761","0.788932679758304","0.785189150474038","0.785204421890746","0.783321151408073","0.780650332371358","0.778014575915615","0.775537779630091","0.775076544210811","0.773416253733086","0.771626328615366","0.770291520023881","0.769899819505518","0.769333808760484","0.765676557388016","0.759902367819962","0.75304088859803","0.74605915090025","0.746652192189241","0.740831206731295","0.728432431720267","0.709562539004069","0.684391756908488","0.693369385416422","0.701606502271435","0.708091526008951","0.711482500860209","0.710382139078006","0.71699763424128","0.725283748698377","0.733430421248097","0.740383997287346","0.74760747789292","0.739819476562232","0.729692314462072","0.719762004535541","0.711539219844957","0.705207619956345","0.69063728229024","0.679451460380231","0.672527968686126","0.670652105479651","0.674128520726684","0.679709253691356","0.687758752621143","0.6973176545944","0.706937336170804","0.716255760605569","0.71602726751026","0.715345360655717","0.719216738442004","0.733589352671718","0.760274031681541","0.792336314207449","0.83222654150584",
"Angola","AGO","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","0.779666275942908","0.797484902140843","0.816665754283638","0.833328179687975","0.844661521905283","0.850756988820649","0.85493408339682","0.855537931773796","0.854324564482045","0.851681239363887","0.848207337397678","0.84696642339876","0.84405911603091","0.840742568802469","0.838348591941011","0.837927417577795","0.836728644643475","0.83549574862505","0.83545770135135","0.837828989122863","0.84314989711114","0.845171625169082","0.848751176637867","0.853410282799135","0.858569332828528","0.864636960537754","0.864710623446901","0.86322701407137","0.861229935663947","0.859181349787119","0.857486979103869","0.849902419880971","0.842354937314384","0.836053954912857","0.832190876461639","0.831469543481121","0.82796541107872","0.825549864416993","0.82339217750946","0.820013106183998","0.814891493506239","0.805046341923726","0.794209097880896","0.784014455269876","0.776042077583265","0.770914246532091","0.762301237350415","0.755625375229237","0.750533313667579","0.746413500058678","0.743129279695764","0.735536835874292","0.731253605154747","0.72861506675397","0.724938695110349","0.719737232977656","0.706226497923756","0.689686522596297",
"Albania","ALB","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","1.83718999623341","1.75850185031462","1.6568812345064","1.56011699150879","1.50421327275939","1.50321511953984","1.52172647863329","1.58519971495075","1.66168202299073","1.71091219523211","1.71553615537018","1.66462936374375","1.58222813853685","1.4988122602968","1.45083213471351","1.45296896939302","1.47330650390742","1.52972428322799","1.60132404091908","1.66198448647212","1.69947438540719","1.70215263392733","1.6920732157137","1.67806760434226","1.6696707756267","1.67073729941801","1.6601217111514","1.65621295881597","1.65926067210689","1.67015221088059","1.68988921268229","1.71275082362315","1.74652548804917","1.79182685782655","1.84860951210111","1.91583438194341","1.93276319857711","1.95904793333355","1.99401980697595","2.03187343626281","2.06670944656581","2.10814238146116","2.14456339598547","2.18608521409806","2.24732734478615","2.3359597491356","2.45210300682579","2.6051716588801","2.78319540704107","2.9637520735774","3.1304560302828","3.24935822308639","3.36117311640402","3.4673256497999","3.56590614821888","3.64459231758213","3.58767238933569","3.52038372609896",
"Andorra","AND","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","1.11195211164304","1.11446024105958","1.11753617484246","1.12301117576248","1.1329836334259","1.14808047487442","1.15665453054199","1.16835397610289","1.18102697100348","1.19195327434534","1.20054731705922","1.19540121882345","1.18935757330383","1.18502229708998","1.18455070323661","1.18848701600224","1.18290854097623","1.18040659896273","1.17972298598257","1.17890757843439","1.17726947174069","1.16187213267696","1.1472142434345","1.13579628358219","1.12987688315941","1.13014389407957","1.1212491183474","1.11742502140452","1.11915048886379","1.12683947553791","1.13654256518233","1.14194804741539","1.1572642121672","1.17068064723205","1.18868855023582","1.20721899839675","1.21747908866583","1.23033056899991","1.24606885266042","1.26419772961718","1.28413538917443","1.28751619680971","1.29332890518567","1.30180912863352","1.31179947878845","1.32201438748605","1.31733848688241","1.31356512378549","1.31126133572448","1.31034325155021","1.31078739608779","1.29728651917036","1.28535171450504","1.27780761541067","1.27827330249203","1.28852947246885","1.29220890696362","1.30400974839101",
"United Arab Emirates","ARE","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","1.10847018150389","1.07555519134639","1.04323055010201","1.01321506481331","0.985179909790755","0.950637505218871","0.898776622620998","0.853464275797565","0.809750165819147","0.757915221037268","0.685002834893489","0.541571789033171","0.395516283585175","0.267580508872406","0.203748981255094","0.237158347442879","0.32621147750682","0.42690681298336","0.50592822786564","0.554801122970948","0.588554585676506","0.620977983248434","0.64536922241196","0.650973956270962","0.632307957148721","0.596218120750119","0.556001275941732","0.500718835687132","0.445303863574144","0.406358882866928","0.393050787039643","0.393163788561294","0.410895419579582","0.434220597444722","0.446294342776478","0.437921042835977","0.409963402358773","0.369368275542496","0.329075049585191","0.304263981144204","0.301490290296537","0.308286816775428","0.329370602559176","0.353952612031339","0.368334367519201","0.367062996819766","0.336564540196789","0.304267552116711","0.275033094641608","0.251923063303511","0.235208442281005","0.229359353922918","0.226150300346306","0.228910667313798","0.241411985213724","0.264150467782547","0.293946764031087","0.334566643871367",
"Argentina","ARG","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","1.67295899800425","1.70590319227218","1.73687790570095","1.77015578617724","1.81148886188725","1.86374371832212","1.90662795223199","1.95849580316684","2.01637519379497","2.07699217879376","2.1390320636418","2.18115938035725","2.22495843030505","2.2714019886562","2.32200742272373","2.37744033644413","2.41881886835449","2.46297868579406","2.50863621299582","2.55575392691763","2.60519629652484","2.62802010946177","2.65934202964185","2.69415046220588","2.72575335188243","2.75163145705523","2.75605327813679","2.75354748649955","2.75188783205936","2.76210842441579","2.78914428837438","2.80470638732266","2.83476598005791","2.87475132945723","2.91899393006211","2.96450292050751","2.99104516295101","3.021981131441","3.05212993698764","3.07496186756589","3.08695471149725","3.06880783795758","3.04307109089956","3.01474553079946","2.99041968416211","2.97354302982665","2.9379716132424","2.91074285755144","2.89324368368835","2.88752571542619","2.8948439416168","2.89617867663074","2.90971065515702","2.93456343630863","2.97016311913","3.01570184755475","3.05047155539989","3.09514523005886",
"Armenia","ARM","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","2.26110756994265","2.0607318042031","1.82056570673844","1.58133197706159","1.39759241172493","1.29619730544292","1.25038914299594","1.25803664635757","1.30303347883698","1.37811159002389","1.48224118208038","1.58087222358514","1.69518253941351","1.80461941108555","1.88989555081078","1.94842991100981","1.9949779610792","2.02026288380261","2.02993043712326","2.03490564229066","2.04275635991895","2.04678742879723","2.06669028970809","2.07991559273495","2.05615144956834","1.98352276453998","1.84807682454554","1.6809568253857","1.52162028841881","1.42483932668764","1.41920403478001","1.49285021899808","1.62415640405799","1.8093157823054","2.04997388660804","2.34880383622802","2.66375788649898","3.04507992271634","3.42871122977446","3.71716010067067","3.85528823483181","3.79284589470797","3.58172056576183","3.3287966605754","3.19184805240718","3.25430674237551","3.45186009926226","3.84371710961726","4.28116525464866","4.54132399790135","4.50515298264224","4.13819251511685","3.52497699101181","2.8390321363027","2.31700300895161","2.07858646548463","2.05786519718089","2.25281585875155",
"American Samoa","ASM","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
