"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SP.POP.5054.FE.5Y","Population ages 50-54, female (% of female population)","Female population between the ages 50 to 54 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects.",
