"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SP.POP.7074.FE.5Y","Population ages 70-74, female (% of female population)","Female population between the ages 70 to 74 as a percentage of the total female population.","World Bank staff estimates based on age/sex distributions of United Nations Population Division's World Population Prospects.",
